actor,blurb,country,director,id,images,lang,name,player_list,remarks,score,type,update,year
,该动画改编自Cygames发行的同名手机游戏，由P.A.WORKS负责制作。讲述从乡下转学到都市的特雷森学园的赛马娘·特别周，和同学们一起一努力进步，目标是在“Twinkle Series”当中获得胜利！,日本,及川启,894,http://tva1.sinaimg.cn/large/0085VwIlgy1gt88hh9enij628e35s1kx02.jpg,日语,赛马娘 Pretty Derby 第二季,"[{'name': '主线路', 'url': '第01集$omofun-df9ace9699b0e338#第02集$omofun-bc9cbb8b381cf691#第03集$omofun-ed240b57c289a455#第04集$omofun-9db0e3f0f5b230e3#第05集$omofun-15e5b2a7eb7c1ee5#第06集$omofun-90578904d69a9487#第07集$omofun-d8001660a0f9313c#第08集$omofun-2296d101b03bbf75#第09集$omofun-d552e61c903e07cf#第10集$omofun-935e96145ad82cc5#第11集$omofun-8a1382ea50f04d43#第12集$omofun-e887575f9c462e15#第13集$omofun-7cb710c0623d8728'}, {'name': '临时线路', 'url': '第01集$https://m3u8.omofun.tv/dm1/smn2/1.m3u8#第02集$https://m3u8.omofun.tv/dm1/smn2/2.m3u8#第03集$https://m3u8.omofun.tv/dm1/smn2/3.m3u8#第04集$https://m3u8.omofun.tv/dm1/smn2/4.m3u8#第05集$https://m3u8.omofun.tv/dm1/smn2/5.m3u8#第06集$https://m3u8.omofun.tv/dm1/smn2/6.m3u8#第07集$https://m3u8.omofun.tv/dm1/smn2/7.m3u8#第08集$https://m3u8.omofun.tv/dm1/smn2/8.m3u8#第09集$https://m3u8.omofun.tv/dm1/smn2/9.m3u8#第10集$https://m3u8.omofun.tv/dm1/smn2/10.m3u8#第11集$https://m3u8.omofun.tv/dm1/smn2/11.m3u8#第12集$https://m3u8.omofun.tv/dm1/smn2/12.m3u8#第13集$https://m3u8.omofun.tv/dm1/smn2/13.m3u8'}]",,8.0,"搞笑,动漫,日漫",2022-01-22 20:11:18,2021
,动画剧情承接前作，继续讲述了“世界上唯一能操纵IS的男性”织斑一夏，在IS学园中与不同性格、不同国籍的少女们之间波澜壮阔恋爱战斗物语。 只对女性有反应、世界最强的超级兵器“Infinite Stratos”，通称IS。因为IS的问世，性别平等被破坏，世界变成女尊男卑的社会。 主人公织斑一夏在高中的入学考试时误入IS操纵者育成学校“IS学园”的考试会场，并意外地启动了IS。成为全世界关注的“世界上唯一能操纵IS的男性”的一夏，被政府强制就读向来只有女性的IS学园。 于是，织斑一夏从成为女校中的万红丛中一点绿,日本,菊地康仁,62,http://tva1.sinaimg.cn/large/0085VwIlgy1gs9dgeznd8j60ss14y7b402.jpg,日语,无限斯特拉托斯 第二季,"[{'name': '主线路', 'url': '第01集$omofun-a704c5542cb1f2d7#第02集$omofun-4a2b95716329c3ac#第03集$omofun-202fd26840a3a9dc#第04集$omofun-bc307ca615a53442#第05集$omofun-b5d7e6e79bb266c4#第06集$omofun-726dbedfc185a358#第07集$omofun-a669678b1d92f19e#第08集$omofun-11c3ef308a9ddc23#第09集$omofun-d8d573886d35b636#第10集$omofun-76c9929e1be0ce63#第11集$omofun-fad196690ec974fe#第12集$omofun-e3a71a65cf16fc57#OVA$omofun-e5e906bf1722ab64'}]",,5.0,"校园,恋爱,科幻,机战,动漫,日漫",2022-01-22 20:08:02,2013
,由《亚人》三浦追傩和《热血斗阵》大羽隆广创作，血腥疯狂的死亡游戏漫画《天空侵犯》终于推出动漫改编！高中生本城游理发现自己迷失在「异常空间」。在这里，无数摩天大楼之间都以吊桥连接，还有「面具人」无情地残杀困惑奔逃的受害者。想要活着走出这般炼狱，游理只有两种选择：杀死面具人，或是命丧黄泉。她决定拼命求生，以摧毁这个有违常理的世界。她最终的命运为何？,日本,,1270,https://tva4.sinaimg.cn/mw2000/00858VDpgy1h08dgtndatj315o1p67os.jpg,,天空侵犯,"[{'name': '主线路', 'url': '第01集$omofun-1067860d1ff14a70#第02集$omofun-df33fc6f01bcf73b#第03集$omofun-dadda927b592bc24#第04集$omofun-d44ceb50df5fdf64#第05集$omofun-1ca6d0f51ee2432c#第06集$omofun-af376529198e5af1#第07集$omofun-587120db332636e8#第08集$omofun-7814d34408638bb0#第09集$omofun-183bc93f837b1e65#第10集$omofun-877165db4af997b2#第11集$omofun-6f0e5da349366c36#第12集$omofun-48028f049a4987f9'}]",,6.1,动作 / 动画 / 悬疑 / 恐怖,2022-03-13 17:17:21,2021
,单纯善良的北白川玉子（洲崎绫 配音）、外刚内柔的常盘绿（金子有希 配音）、我行我素的牧野神奈（长妻树里 配音）和外冷内热的朝雾史织（山下百合惠 配音），四位好友相互陪伴，度过了人生中最快乐的三个年头，如今，毕业季在即，面对尚且处于迷雾之中的未来，四个女孩心中有着隐隐的不安，但更多的，还是对日后生活的希冀和幻想。　　玉子家中世代经营着一间打糕店，而玉子又是家中的长女，这让玉子不得不开始考虑起了继承家业的想法。与此同时，玉子的青梅竹马大路饼藏（田丸笃志 配音）亦有着自己的选择，尽管他家和玉子家是商店街,日本,,1168,https://tva3.sinaimg.cn/mw2000/00858VDpgy1gzqzmhbf07j30rs13agxs.jpg,,玉子爱情故事,"[{'name': '主线路', 'url': '剧场版$omofun-29cb0b71b2308d7c'}]",,9.0,喜剧 / 爱情 / 动画,2022-02-26 16:24:14,2014
,水と触れ合うことが好きな七瀬遙は、仲間の橘真琴と共に入学した岩鳶中学校で水泳部に入部。遙は、真琴と椎名旭、桐嶋郁弥でメドレーリレーのチームを組むことに。彼らは個性も考え方もバラバラで、全くうまくいかない。それでも遙はチームになるために必要なことを考え、互いを少しずつ知り、練習を積み重ねていく。,日本,,1814,https://tva2.sinaimg.cn/mw690/0082dDRogy1h25si6myogj30sq15odpp.jpg,日语,男子游泳部剧场版：起始之日,"[{'name': '主线路', 'url': '起始之日$omofun-2cdb977484ea57c4'}]",,8.5,动画 / 运动,2022-05-12 19:40:43,2015
,有一天早上，一个普通的高中女生小蓝收到了一个神秘的包裏。拆开包裏，发现里面放的，是被称为“机甲少女（Frame Arms Girl）”的完全自律型小型机器人“轰雷”。是玩具！是模型玩具呢！但是轰雷可不只是普通的机甲少女，而是搭载著比人工智能更高等的AS（Artificial Sel）智能，拥有人工自我人格的最新型试作机。不仅如此，全世界只有小蓝一个人能启动轰雷。为了学习战斗资讯与人类情感而存在的轰雷。一切知识从零开始学起的机甲少女。小蓝与轰雷，人类与机甲少女之间充满奇妙与欢乐，让人笑声不断的日常生活就要开,日本,",川口敬一郎",341,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsoqfgq1b1j60fr0mfjxf02.jpg,日语,机甲少女 Frame Arms Girl,"[{'name': '主线路', 'url': '第01集$omofun-f75ed33894823f64#第02集$omofun-aafb9a774960a5b9#第03集$omofun-bd02a842ac0808b7#第04集$omofun-5eac57d7d7d66b29#第05集$omofun-d67e1a9be750d454#第06集$omofun-298c7e6719716dbf#第07集$omofun-42d4cedb69822a61#第08集$omofun-10510db11dfb5b64#第09集$omofun-6b38031f3a0f6a78#第10集$omofun-6c09c79236785ff7#第11集$omofun-c270467043a216ae#第12集$omofun-2fd1655c112f7d04'}]",,5.0,"搞笑,科幻,校园,动漫,日漫",2022-01-22 20:09:09,2017
,1年级的越山识，意外地被猜谜研究会要求参加了“新生抢答大赛”。 就在爱好读书且不喜欢引人注目的识感到慌张的时候，同班的深见真理在谜题读完之前就接连按下按钮，压倒周围的人们。 “知道答案后再按下去就太迟了。抢答在0.01秒的差距下，就能分出胜败” 在看着这样的真理的途中，识注意到了“在猜谜当中有着能确定答案的要点”……。 与猜谜研究会的前辈及伙伴、以及拥有压倒性强大的对手·御来屋千智的相遇，正解时的喜悦，无法按下按钮时的悔恨…… 并不只是知识，也要磨炼各种技术，并与同伴一同以胜利为目标的“竞技猜谜”的世界当,日本,,311,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsndsnggh3j60c80haaaz02.jpg,日语,猜谜王,"[{'name': '主线路', 'url': '第01集$omofun-d4fb566315af5b1f#第02集$omofun-822c423f2e1383f0#第03集$omofun-7a38262458642960#第04集$omofun-e7ff3547953a2d77#第05集$omofun-922c9fb45c4c16ee#第06集$omofun-0e1955d793ad39b4#第07集$omofun-42c56d2eff0451c9#第08集$omofun-a7d8cfd5aaf6f7bb#第09集$omofun-ee29ae9a73b4630b#第10集$omofun-fed28c20f0dc6491#第11集$omofun-9a30ec0d93ccf42f#第12集$omofun-078cf5958a285593'}]",,4.0,"校园,恋爱,动漫,日漫",2022-01-22 20:09:01,2017
,在某个平凡的夏日，东京遭到了炸弹恐怖袭击。导致日本从平稳的睡梦中惊醒的犯人，仅仅是两个少年。自称为“斯芬克斯”的犯人们，将把全日本卷入一场壮大的游戏。,日本,渡边信一郎,781,http://tva1.sinaimg.cn/large/0085VwIlgy1gsatqd87fpj61in29019z02.jpg,日语,东京残响,"[{'name': '主线路', 'url': '第01集$omofun-e5cb74ff5600c95b#第02集$omofun-678bb854fdd2becc#第03集$omofun-9a8df103b314cb2f#第04集$omofun-2db0aa1e8ba5a25f#第05集$omofun-3404fdf4f46e72ff#第06集$omofun-d1d80cc7278383a4#第07集$omofun-64fcf99cb61459ad#第08集$omofun-cdaa0182af26dcca#第09集$omofun-45d07efb042dae03#第10集$omofun-04c849249f9b1870#第11集$omofun-8864f4a726d5c07f#第12集$omofun-f49fc2746f09e2dc'}]",,8.0,"战斗,冒险,动漫,日漫",2022-01-22 20:10:51,2014
,皇历2010年，超级大国·神圣不列颠尼亚帝国为了夺取日本的地下资源而侵略日本。在欧洲帝国强大的拟人兵器Knightmare进攻下，日本在不到一个月的时间内被征服，被剥夺了自由、权利甚至是国家的名字，神圣不列颠帝国将“日本”改称为“11区”，“日本人”这名词则被11这数字所取代。表面上看来帝国的贵贱阶级统治似乎牢不可破，但其中早已出现了裂痕。 七年后的2017年，在生死边缘获得“Geass”的力量，立志要粉碎神圣不列颠帝国的黑色皇子鲁鲁修，以及获得第七代人型机甲兰斯洛特，立志从帝国内部进行改革的白色骑士枢木,日本,谷口悟朗,699,http://tva1.sinaimg.cn/large/0085VwIlgy1gtlw40kcp9j30xc1beal0.jpg,日语,Code Geass 反叛的鲁路修 第一季,"[{'name': '主线路', 'url': '第01集$omofun-f99096f05fc75594#第02集$omofun-5c89c07f9cd46e60#第03集$omofun-55c0bd196817fd9b#第04集$omofun-ac2de143139b77c1#第05集$omofun-64baeb5c1be54755#第06集$omofun-d3ca4b688a4bd96d#第07集$omofun-1ebc6df46630ed99#第08集$omofun-57f34c836fc6f017#第09集$omofun-0b4fe6331b2f52ce#第10集$omofun-7ced70a45cee121f#第11集$omofun-dcdd20217f631318#第12集$omofun-4591dfd303ebc23b#第13集$omofun-bbc30a32455d5b35#第14集$omofun-7d3ac279f99c243c#第15集$omofun-e3d3797b151c4381#第16集$omofun-5c17e2bdd94e3602#第17集$omofun-11edd72b2539bb4d#第18集$omofun-6d88c25cca66fbb8#第19集$omofun-12a16108ec5f1a80#第20集$omofun-c56e775c20fa1eca#第21集$omofun-14602a684ea096ab#第22集$omofun-8cddb5e4023e0eb2#第23集$omofun-7c06294b4cdc7eb4#第24集$omofun-89450e665f0ccce9#第25集$omofun-ecb5c7fa38891999'}]",,3.0,"科幻,机战,战斗,动漫,日漫",2022-01-22 20:10:27,2011
,《#Fate/kaleid liner# #魔法少女☆伊莉雅#》新作剧场版《Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名少女》将于2021年在日本上映！。,日本,,1555,https://tva1.sinaimg.cn/mw2000/00858VDpgy1h1fyzty4afj31481kwdpw.jpg,日语,魔法少女伊莉雅：无名少女,"[{'name': '主线路', 'url': '无名的少女$omofun-dbe2bb5f47cfe511'}]",,8.0,剧情 / 动画 / 战争 / 奇幻,2022-04-20 10:50:11,2021
,由 原悠衣 所创作、在 芳文社 的漫画刊志“まんがタイムきららMAX”连载并曾两度改编成电视动画且推出剧场版的四格漫画《黄金拼图》，日前宣布将制作新作剧场版动画后，剧场版名称为《黄金拼图 Thank you!!》，官方在今（18）日公开首支宣传广告以及电影预售票、制作团队等情报，预计2021年8月20日于日本上映。《黄金拼图》的故事在描述 15 岁的 大宫忍 虽然外表看起来是个纯和风的少女，但其实她是从英国回来的归国子女。回国之后还想念著国外生活的她，某天收到一封寄件人属名是她在英国寄宿家庭中所认,日本,,1797,https://tva3.sinaimg.cn/mw690/0082dDRogy1h24jdrgieoj30u017v143.jpg,日语,黄金拼图 Thank you!!,"[{'name': '主线路', 'url': '剧场版$omofun-6b81aadaca2f2f1c'}]",,7.0,"校园,治愈,百合,日本动漫",2022-05-11 16:21:02,2021
,不久的未来，人类在与病毒性寄生生物“原肠动物”的战争中败北，人们被驱逐至狭窄的领土并怀着恐惧与绝望苟且偷生。居住于东京地区的少年里见莲太郎是对抗原肠动物的专家“民警”一员，而他的搭档蓝原延珠则是一位有点早熟女孩子。以特殊能力战斗的两人某天接获了政府的特别命令，内容则是避免东京毁灭的高度机密任务……,日本,小岛正幸,835,http://tva1.sinaimg.cn/large/0085VwIlgy1gsahrpmuphj60fk0m876r02.jpg,日语,漆黑的子弹,"[{'name': '主线路', 'url': '第01集$omofun-8f80387c415f5317#第02集$omofun-41c1211349fcc184#第03集$omofun-42bc174486d2d8a1#第04集$omofun-49fe5edc04731e68#第05集$omofun-dad214243896e309#第06集$omofun-4cbda9b557a6c43f#第07集$omofun-1077b09f071ac84b#第08集$omofun-bac11043b92b417e#第09集$omofun-7bd615f47c100143#第10集$omofun-fc2ad239634f3d44#第11集$omofun-61194ffa0fbe226b#第12集$omofun-b8ce5447751487b2#第13集$omofun-24ed1427b9c3ac07'}, {'name': '临时线路', 'url': '第01集$https://m3u8.omofun.tv/dm1/qhdzd/1.m3u8#第02集$https://m3u8.omofun.tv/dm1/qhdzd/2.m3u8#第03集$https://m3u8.omofun.tv/dm1/qhdzd/3.m3u8#第04集$https://m3u8.omofun.tv/dm1/qhdzd/4.m3u8#第05集$https://m3u8.omofun.tv/dm1/qhdzd/5.m3u8#第06集$https://m3u8.omofun.tv/dm1/qhdzd/6.m3u8#第07集$https://m3u8.omofun.tv/dm1/qhdzd/7.m3u8#第08集$https://m3u8.omofun.tv/dm1/qhdzd/8.m3u8#第09集$https://m3u8.omofun.tv/dm1/qhdzd/9.m3u8#第10集$https://m3u8.omofun.tv/dm1/qhdzd/10.m3u8#第11集$https://m3u8.omofun.tv/dm1/qhdzd/11.m3u8#第12集$https://m3u8.omofun.tv/dm1/qhdzd/12.m3u8#第13集$https://m3u8.omofun.tv/dm1/qhdzd/13.m3u8'}]",,4.0,"战斗,冒险,科幻,恋爱,动漫,日漫",2022-01-22 20:11:00,2014
,距圣诞节仅有8天时间，SOS团在凉宫春日的号召下，不出意料地策划了一场圣诞狂欢派对。但就在12月18日这天早晨，阿虚却发现周围的世界有了些许变化。1年9班消失不见，朝比奈学姐视其形同路人，甚至早已死去的朝仓也代替凉宫春日坐在了阿虚的后面，而春日则如同人间蒸发一般无人知晓。当他冲向SOS团的教室时，只看到了孤零零坐在角落里看书的长门有希，一向淡定自若、冷如冰霜的长门大神也变成了怯懦害羞的乖乖女。从前一日长门留下的蛛丝马迹中，阿虚判断出这个世界似乎被某人重组了一番。　　此时的阿虚，握有连接两个绝然不同,日本,,1750,https://tva1.sinaimg.cn/mw690/0082dDRogy1h1z3ffqhujj30u016ddj7.jpg,日语,凉宫春日的消失,"[{'name': '主线路', 'url': '剧场版$omofun-7831556ce3d3053a'}]",,9.1,喜剧 / 科幻 / 动画,2022-05-06 23:19:19,2010
,TV动画《#键等学园#》第二季 将在2022年4月开播！,日本,,1455,https://tva1.sinaimg.cn/mw2000/00858VDpgy1h0vmj2vwh7j30qo0zkkjl.jpg,,键的嘉年华 第二季,"[{'name': '主线路', 'url': '第01集$omofun-69ceaf80a205a3d7#第02集$omofun-931b9badc3e5d090#第03集$omofun-fa58a0d07f7fc580#第04集$omofun-b42289182b0f46ff#第05集$omofun-fc5ea7ff2a389bd1#第06集$omofun-e34885931bc79228#第07集$omofun-b82fdfca6ce13a0e#第08集$omofun-cf8c62262f60088a#第09集$omofun-e37914b161711b4b#第10集$omofun-91f579c0632396ba#第11集$omofun-3e947c7383104e3d#第12集$omofun-5b8035c699ece091'}]",,8.0,"动漫,日漫",2022-04-02 19:58:59,2022
,1988年7月，关东地区使用新型炸弹进行爆破，第三次世界大战即刻爆发。31年后，人类从一片废墟中重建都市，东京湾上建立了巨大城市——新东京。世界仿佛要恢复到以前的繁荣。　　2019年的一个夜晚，新东京郊外的封闭高速公路上，暴走族团体正在公路上飙车。带头的少年，是一名叫做金 田的职业高中学生。　　突然，街上出现了一位奇怪的矮个子男子，暴走族少年铁雄为躲避车祸连人带车飞出公路。正当金田要拿那位男子问罪之时，军队驾驶直升飞机赶到。将那位矮个男子与铁雄一起收押。　　铁雄进入了一个陌生的地方，这里似,日本,,1766,https://tva4.sinaimg.cn/mw690/0082dDRogy1h20vd4at7gj30s515oq6n.jpg,日语,阿基拉 Akira,"[{'name': '主线路', 'url': '阿基拉$omofun-46e1c2ef2e39a22f'}]",,8.5,动作 / 科幻 / 动画,2022-05-08 12:11:23,1988
,「我老婆是学生会长！」以日本漫画家中田由美在「月刊Comic REX」上连载的漫画为原作，该作是一部描绘了因为小时候定下的娃娃亲而娶到了学生会长若菜羽衣的和泉隼斗，以学生会副会长的身份开启的校园恋爱喜剧作品。其电视动画第二期中将迎来新角色——写真部部长西条穗香的登场。,日本,,1101,https://tva2.sinaimg.cn/mw2000/00858VDpgy1gzb45l1r07j30qf0z07bp.jpg,日语,我老婆是学生会长 第二季,"[{'name': '主线路', 'url': '第01集$omofun-2639cb5b884b6c3a#第02集$omofun-3ddffc1557cbcfd7#第03集$omofun-fa69cda0a43a7bb6#第04集$omofun-2f6bf743d15e264a#第05集$omofun-797e6c0a527d18ae#第06集$omofun-a0704623ece058a7#第07集$omofun-b48632f497428cf8#第08集$omofun-d26187f9d6220b19#第09集$omofun-9939b9776061bb04#第10集$omofun-6b21663cd6341f8e#第11集$omofun-eafe07bf88dbecf0#第12集$omofun-8d6ea91353ddd930'}]",,7.0,剧情 / 喜剧 / 爱情 / 动画,2022-02-12 22:51:27,2016
,电视动画《光辉魔女》是由david productio负责制作，2021年放送予定。能够给全世界与涅洛伊战斗的人们以及背井离乡的人们带来片刻安宁与治愈的独特航空团——那就是她们“联盟空军航空魔法音乐队光辉魔女”。与在战斗中守护大家的统合战斗航空团魔女们完全相反的航空团，身为“不战斗的魔女”的她们，通过“歌与音乐”来守护大家的笑容！,日本,,1928,https://tva3.sinaimg.cn/mw690/0082dDRogy1h3gcuc8cy9j30u0189k43.jpg,日语,联盟空军航空魔法音乐队 Luminous Witches,"[{'name': '主线路', 'url': '第01集$omofun-66df99b191e12e2c#第02集$omofun-7357456cb8bbe90b#第03集$omofun-1a32af497665d866'}]",更新至第3集,2.0,科幻/百合,2022-06-22 01:02:36,2022
,,日本,,1965,https://tva4.sinaimg.cn/mw690/0082dDRogy1h3qkvm0opzj30jo0rs0wv.jpg,日语,LoveLive! Superstar!! 第二季,"[{'name': '主线路', 'url': '第01集$omofun-5e47282d061b83df'}]",更新至第1集,7.0,"校园,歌舞,励志,百合,日本动漫",2022-06-30 21:13:36,2022
,“高山理図”著、“keepout”负责插画的轻小说 《#异世界药局#》宣布动画化~,日本,,1967,https://tva3.sinaimg.cn/mw690/0082dDRogy1h3ql0k4gjqj30rs12v7au.jpg,日语,异世界药局,"[{'name': '主线路', 'url': '第01集$omofun-1ee45a41d619131b#第02集$omofun-e4061840accb7109'}]",更新至第2集,6.0,"奇幻,冒险,日本动漫",2022-06-30 21:18:13,2022
,前世与现世交错—— 拥有两人记忆的少年面对命运！！ 小时候，母亲被杀，成为孤儿的里欧 在贫民窟里拼命地生活着。 有一天，他梦见与儿时的朋友重逢时意外身亡。 《天川春人的记忆》和《强大的魔力》 在里欧醒来时，意识到自己已经转生到了剑与魔法的异世界。 而且，偶然遇到了 为了解决公主被绑架的事件做出了贡献 破例进入了各地贵族子女云集的名校 从阶级社会的最底层爬起来的里欧 相逢与别离， 打破残酷的命运。,日本,山崎理,808,http://tva1.sinaimg.cn/large/0085VwIlgy1gt9m5onbmsj60qo0zknpd02.jpg,日语,精灵幻想记,"[{'name': '主线路', 'url': '第01集$omofun-f4fa8ae2cb0a3bde#第02集$omofun-a0695182f50ed457#第03集$omofun-9fbbf80c6cf2bd12#第04集$omofun-68fc33d9dae354de#第05集$omofun-64372869605f40f5#第06集$omofun-62d2effba9559c0d#第07集$omofun-a57fd9d5de542d37#第08集$omofun-d6797052029d1440#第09集$omofun-01e4a4ae7e754730#第10集$omofun-b974fd63295e560e#第11集$omofun-8687388f902f8389#第12集$omofun-420b45043fe7ced5'}]",,2.0,"奇幻,冒险,恋爱,战斗,动漫,日漫",2022-01-22 20:10:56,2021
,“我是摇曳庄的地缚灵，我叫汤之花幽奈。” 肉体派灵能师冬空凩，他被恶灵附身因此背了一身债，于是为了寻求便宜的住处，他住进了谣言有幽灵出没的温泉公寓，“摇曳庄”。 然而，出现在那里的却是无法投胎的女孩子。,日本,长泽刚,363,http://tva1.sinaimg.cn/large/008jmMk6ly1gsnis1g701j30xc1byn59.jpg,日语,摇曳庄的幽奈小姐,"[{'name': '主线路', 'url': '第01集$omofun-a28bea3e2ea3fb30#第02集$omofun-3828ba07e458913f#第03集$omofun-24a545afc77f85db#第04集$omofun-0fd56d37568eb6a8#第05集$omofun-53ae48966e64904f#第06集$omofun-781d429e6ded2630#第07集$omofun-74bd622964835861#第08集$omofun-6126d9537da6c0c7#第09集$omofun-a123d718c8d41efa#第10集$omofun-b7fddd9f81a370f2#第11集$omofun-28a78689229b42b1#第12集$omofun-7b6d999c75c1417d'}]",,6.0,"奇幻,搞笑,校园,恋爱,动漫,日漫",2022-01-22 20:09:14,2018
,动画公司Science SARU新作原创TV动画《YUREI DECO》发表，本作将于2022年夏播出。,日本,,1970,https://tva2.sinaimg.cn/mw690/0082dDRogy1h3qla84gelj30u016d14v.jpg,日语,YUREI DECO,"[{'name': '主线路', 'url': '第01集$omofun-8786825d94561516#第02集$omofun-30c37c421775953f#第03集$omofun-652705af963e6e6d'}]",更新至第3集,4.0,"都市,悬疑,日本动漫",2022-06-30 21:27:40,2022
,故事将从2001年起回溯到18年前。1978年巴莱奥罗格斯作战大败，次年波兰陷落。由于这两个原因，东德在1983年成为欧洲防卫的最前线，炽烈的战火开始蔓延。 由于BETA集群的大规模攻势，东德部队的防线陷入了困境。 东德的头号战术机甲部队，第666战术机甲中队“Schwarzes marken”受命，须以区区8骑的战力去消灭布阵在后方的光线级BETA，以逆转战局。 面对数目庞大的BETA，暴雪不断的恶劣天气，以及国家权力施加在自己的头上的重压，被迫在严酷的条件下进行作战，他们的命运将走向何方。,日本,渡边哲哉,820,http://tva1.sinaimg.cn/large/0085VwIlgy1gsjsgb2g8hj60dw0ke0va02.jpg,日语,黑之宣告,"[{'name': '主线路', 'url': '第01集$omofun-ecf66dd14bc8a3bb#第02集$omofun-405ca8461a2d84eb#第03集$omofun-013fa15405c863e3#第04集$omofun-b8be5ed314bd9cc3#第05集$omofun-cd9a8018f5173693#第06集$omofun-e57d2bfa79a15ec0#第07集$omofun-25c87b81bbe18175#第08集$omofun-36e012c5bda79b6a#第09集$omofun-90a0a090a3672ce5#第10集$omofun-e89b8de5dadaaeb3#第11集$omofun-b93f98686002ca57#第12集$omofun-9a65814133ea389e'}]",,4.0,"科幻,机战,动漫,日漫",2022-01-22 20:11:00,2016
,森谷美铃（伊藤美来 配音）是一个非常腼腆的女孩子，生活里，她总是躲在暗处，似乎不愿意和任何人扯上关系。实际上，森谷美铃非常的渴望友情，她有一项特异功能，那就是能够让时间停止3分钟。在这3分钟里，美铃总是会好奇心慢慢的去研究身边那些陷入了静止状态中的人们。 一天，美铃故技重施暂停了时间，这一次，她没有忍住偷看了名为村上遥（宫本侑芽 配音）的女生的内裤。村上遥是班上公认的美少女，不仅拥有好看的外表，成绩也是数一数二，在校园里人气极高。让美铃没有想到的是，她的偷窥举动竟然被村上遥全部看在了眼里，村上遥竟然不,日本,,1825,https://tva4.sinaimg.cn/mw690/0082dDRogy1h26mcerrepj30u017fjve.jpg,日语,时光沙漏,"[{'name': '主线路', 'url': '时光沙漏$omofun-69f6d20477e7bdf2'}]",,7.3,爱情 / 动画 / 同性,2022-05-13 11:35:23,2019
,位于东京下町的日式咖啡馆“LYCO RECO”。咖啡店所收到的订单是美味的咖啡和甜点……不仅仅如此！？从递送货物到接送走过令人不安的夜路，从消灭僵尸到巨大怪兽…！？有什么困难的话，请随时和我们联系！我们会解决顾客的任何“困扰”！等待着各位的是总是面带微笑的看板娘以及冷酷而认真的新人。不想工作的小孩，焦急结婚的30岁女子？而且店长痴迷于日本文化！不管点些什么，都请交给我吧,日本,,1966,https://tva1.sinaimg.cn/mw2000/00858VDpgy1h3qkzjojo5j315o1lse1l.jpg,日语,Lycoris Recoil,"[{'name': '主线路', 'url': '第01集$omofun-6a498b866af793c6#第02集$omofun-36f18816ac3f3fd9#第03集$omofun-7930f4c7fba8d8b6'}]",更新至第3集,6.0,日常,2022-06-30 21:17:19,2022
,自从美少女付丧神桐叶出现在平凡的少年加贺见一也面前后，生活就完全变调了。有着吸引怪异体质的“忌讳之子”一也，在受到土地神菊理任命为“降灵大将”后，和桐叶一同奋斗着。 一也等人在学校活动，成立了收集怪异情报的“烦恼咨询室”。 但在不断有人来咨询平稳烦恼的背后，菊理所盘算的某个计划开始蠢蠢欲动…… 除了超S美少女付丧神桐叶，对一也抱持好感的少女们，也在被卷入各种意想不到骚动的同时参战了。 满是美少女的传奇学园喜剧，现正揭开第二幕！,日本,仓谷凉一,592,http://tva1.sinaimg.cn/large/0085VwIlgy1gt83ebgrv2j60nn0xc79f02.jpg,日语,怪怪守护神 第二季,"[{'name': '主线路', 'url': '第01集$omofun-16075cbcf603515e#第02集$omofun-023a17a2bbc971f1#第03集$omofun-b69a53eb149c02e4#第04集$omofun-4bbef57b73c90c5b#第05集$omofun-58f89ce950d2c8d8#第06集$omofun-f7502e8c11d138e2#第07集$omofun-ff8b14c3f3c8368a#第08集$omofun-326c32ab614a83ca#第09集$omofun-6f2d340456b92e66#第10集$omofun-0a3ff42577807180#第11集$omofun-a18c1ce7fffaaff1#第12集$omofun-206c682850a28462#OVA$omofun-dc304b6f8adf61e8'}]",,8.0,"奇幻,冒险,战斗,动漫,日漫",2022-01-22 20:10:05,2020
,BL漫画『森のくまさん、冬眠中。』(森林里的熊先生、冬眠中。) TV动画化,日本,,1936,https://tva2.sinaimg.cn/mw2000/00858VDpgy1h3qivu94ecj30l90of40z.jpg,日语,森林里的熊先生、冬眠中。,"[{'name': '主线路', 'url': '第01集$omofun-ca0f67aa5634034a#第02集$omofun-9726735a9345ab72#第03集$omofun-b3d62c764599f8e5'}]",更新至第3集,3.0,"日常,萌系",2022-06-30 20:04:31,2022
